GEOIDUS,GEODISPLAB,GCTARGID,GEOID,GCDISPLAB,GCLAB,2010,2011,2012,2013,2014,2015,2016
0100000US,United States,310M300US46220,46220,"United States - Tuscaloosa, AL Metro Area","Tuscaloosa, AL Metro Area",230453,231439,233333,235344,238084,240223,241378
0100000US,United States,310M300US46340,46340,"United States - Tyler, TX Metro Area","Tyler, TX Metro Area",210465,212691,214774,216515,219669,222478,225290
0100000US,United States,310M300US46520,46520,"United States - Urban Honolulu, HI Metro Area","Urban Honolulu, HI Metro Area",956325,966279,975909,984730,988586,993166,992605
0100000US,United States,310M300US46540,46540,"United States - Utica-Rome, NY Metro Area","Utica-Rome, NY Metro Area",299262,298907,298588,297922,296815,294949,293803
0100000US,United States,310M300US46660,46660,"United States - Valdosta, GA Metro Area","Valdosta, GA Metro Area",140081,142173,144352,143192,143785,143746,144676
0100000US,United States,310M300US46700,46700,"United States - Vallejo-Fairfield, CA Metro Area","Vallejo-Fairfield, CA Metro Area",414034,416486,419881,423972,429601,434321,440207
0100000US,United States,310M300US47020,47020,"United States - Victoria, TX Metro Area","Victoria, TX Metro Area",94084,94671,96405,97521,98584,99763,99984
0100000US,United States,310M300US47220,47220,"United States - Vineland-Bridgeton, NJ Metro Area","Vineland-Bridgeton, NJ Metro Area",156598,157000,157071,156264,156346,155241,153797
0100000US,United States,310M300US47260,47260,"United States - Virginia Beach-Norfolk-Newport News, VA-NC Metro Area","Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1679971,1686878,1698219,1706348,1717186,1723468,1726907
0100000US,United States,310M300US47300,47300,"United States - Visalia-Porterville, CA Metro Area","Visalia-Porterville, CA Metro Area",443083,447384,450701,453354,456115,458238,460437
0100000US,United States,310M300US47380,47380,"United States - Waco, TX Metro Area","Waco, TX Metro Area",253819,255615,256939,258633,260155,262361,265207
0100000US,United States,310M300US47460,47460,"United States - Walla Walla, WA Metro Area","Walla Walla, WA Metro Area",63029,63511,63396,63512,63626,64087,64278
0100000US,United States,310M300US47580,47580,"United States - Warner Robins, GA Metro Area","Warner Robins, GA Metro Area",180420,183565,185536,186432,187530,187990,190028
0100000US,United States,310M300US47900,47900,"United States - Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5666655,5777111,5870500,5957037,6020777,6078469,6131977
0100000US,United States,310M300US47940,47940,"United States - Waterloo-Cedar Falls, IA Metro Area","Waterloo-Cedar Falls, IA Metro Area",167919,168302,168678,169692,170210,170691,170015
0100000US,United States,310M300US48060,48060,"United States - Watertown-Fort Drum, NY Metro Area","Watertown-Fort Drum, NY Metro Area",116571,118161,120730,119112,118724,117260,114006
0100000US,United States,310M300US48140,48140,"United States - Wausau, WI Metro Area","Wausau, WI Metro Area",134066,134509,134621,135242,135589,135782,135603
0100000US,United States,310M300US48260,48260,"United States - Weirton-Steubenville, WV-OH Metro Area","Weirton-Steubenville, WV-OH Metro Area",124279,123327,122479,121938,121312,120519,119271
0100000US,United States,310M300US48300,48300,"United States - Wenatchee, WA Metro Area","Wenatchee, WA Metro Area",111301,112100,112962,113418,114258,116007,117665
0100000US,United States,310M300US48540,48540,"United States - Wheeling, WV-OH Metro Area","Wheeling, WV-OH Metro Area",147856,147064,146331,145736,144799,144058,142982
0100000US,United States,310M300US48620,48620,"United States - Wichita, KS Metro Area","Wichita, KS Metro Area",631911,633220,636054,638198,640588,643016,644672
0100000US,United States,310M300US48660,48660,"United States - Wichita Falls, TX Metro Area","Wichita Falls, TX Metro Area",151648,150369,151102,151710,152222,150557,150734
0100000US,United States,310M300US48700,48700,"United States - Williamsport, PA Metro Area","Williamsport, PA Metro Area",116196,116677,117319,116720,116450,115829,115248
0100000US,United States,310M300US48900,48900,"United States - Wilmington, NC Metro Area","Wilmington, NC Metro Area",255657,259265,263073,268179,272567,277548,282573
0100000US,United States,310M300US49020,49020,"United States - Winchester, VA-WV Metro Area","Winchester, VA-WV Metro Area",128703,130030,131010,132164,133350,133866,135238
0100000US,United States,310M300US49180,49180,"United States - Winston-Salem, NC Metro Area","Winston-Salem, NC Metro Area",641413,644720,647510,650902,654604,657846,662079
0100000US,United States,310M300US49340,49340,"United States - Worcester, MA-CT Metro Area","Worcester, MA-CT Metro Area",918873,922177,924204,927898,931218,934233,935781
0100000US,United States,310M300US49420,49420,"United States - Yakima, WA Metro Area","Yakima, WA Metro Area",244324,246223,246568,246911,247175,248115,249636
0100000US,United States,310M300US49620,49620,"United States - York-Hanover, PA Metro Area","York-Hanover, PA Metro Area",435540,436845,437641,439117,440590,441929,443744
0100000US,United States,310M300US49660,49660,"United States - Youngstown-Warren-Boardman, OH-PA Metro Area","Youngstown-Warren-Boardman, OH-PA Metro Area",564881,562450,558954,556106,553407,549390,544746
0100000US,United States,310M300US49700,49700,"United States - Yuba City, CA Metro Area","Yuba City, CA Metro Area",167152,167162,167263,168034,169012,170277,171926
0100000US,United States,310M300US49740,49740,"United States - Yuma, AZ Metro Area","Yuma, AZ Metro Area",197071,202539,202160,201851,203111,203706,205631
0100000US,United States,310M300US10100,10100,"United States - Aberdeen, SD Micro Area","Aberdeen, SD Micro Area",40723,41038,41624,42290,42450,42708,43080
0100000US,United States,310M300US10140,10140,"United States - Aberdeen, WA Micro Area","Aberdeen, WA Micro Area",72863,72349,71746,70989,70779,71023,71628
0100000US,United States,310M300US10220,10220,"United States - Ada, OK Micro Area","Ada, OK Micro Area",37602,37714,38039,38165,38263,38268,38330
0100000US,United States,310M300US10300,10300,"United States - Adrian, MI Micro Area","Adrian, MI Micro Area",99635,99302,98994,98784,98696,98389,98504
0100000US,United States,310M300US10460,10460,"United States - Alamogordo, NM Micro Area","Alamogordo, NM Micro Area",64356,65494,66016,65813,64994,64430,65410
0100000US,United States,310M300US10620,10620,"United States - Albemarle, NC Micro Area","Albemarle, NC Micro Area",60551,60480,60485,60595,60595,60586,60791
0100000US,United States,310M300US10660,10660,"United States - Albert Lea, MN Micro Area","Albert Lea, MN Micro Area",31210,31093,31035,30936,30768,30570,30446
0100000US,United States,310M300US10700,10700,"United States - Albertville, AL Micro Area","Albertville, AL Micro Area",93150,93885,94182,94318,94320,94693,95157
0100000US,United States,310M300US10760,10760,"United States - Alexander City, AL Micro Area","Alexander City, AL Micro Area",41512,41459,41144,41139,41027,40755,40727
0100000US,United States,310M300US10820,10820,"United States - Alexandria, MN Micro Area","Alexandria, MN Micro Area",35997,36275,36446,36545,36804,37057,37456
0100000US,United States,310M300US10860,10860,"United States - Alice, TX Micro Area","Alice, TX Micro Area",40889,41216,41672,41697,41458,41456,41149
0100000US,United States,310M300US10940,10940,"United States - Alma, MI Micro Area","Alma, MI Micro Area",42425,42160,42039,42019,41607,41513,41202
0100000US,United States,310M300US10980,10980,"United States - Alpena, MI Micro Area","Alpena, MI Micro Area",29539,29339,29208,29012,28932,28791,28704
0100000US,United States,310M300US11060,11060,"United States - Altus, OK Micro Area","Altus, OK Micro Area",26467,26418,26260,26186,25856,25520,25497
0100000US,United States,310M300US11140,11140,"United States - Americus, GA Micro Area","Americus, GA Micro Area",37730,37135,36627,36428,36346,35906,35487
0100000US,United States,310M300US11220,11220,"United States - Amsterdam, NY Micro Area","Amsterdam, NY Micro Area",50286,49932,49848,49789,49747,49673,49276
0100000US,United States,310M300US11380,11380,"United States - Andrews, TX Micro Area","Andrews, TX Micro Area",14835,15390,16107,16776,17405,18026,17760
0100000US,United States,310M300US11420,11420,"United States - Angola, IN Micro Area","Angola, IN Micro Area",34135,34070,34164,34346,34427,34343,34116
0100000US,United States,310M300US11580,11580,"United States - Arcadia, FL Micro Area","Arcadia, FL Micro Area",34924,34670,34781,34641,35094,35355,35800
0100000US,United States,310M300US11620,11620,"United States - Ardmore, OK Micro Area","Ardmore, OK Micro Area",47791,48085,48099,48590,48738,48666,48556
0100000US,United States,310M300US11660,11660,"United States - Arkadelphia, AR Micro Area","Arkadelphia, AR Micro Area",22944,22943,22807,22650,22663,22642,22657
0100000US,United States,310M300US11680,11680,"United States - Arkansas City-Winfield, KS Micro Area","Arkansas City-Winfield, KS Micro Area",36300,36240,36262,36181,35911,35777,35753
0100000US,United States,310M300US11740,11740,"United States - Ashland, OH Micro Area","Ashland, OH Micro Area",53319,53261,53247,53193,53244,53380,53652
0100000US,United States,310M300US11780,11780,"United States - Ashtabula, OH Micro Area","Ashtabula, OH Micro Area",101394,101080,100251,99739,99112,98544,98231
0100000US,United States,310M300US11820,11820,"United States - Astoria, OR Micro Area","Astoria, OR Micro Area",37079,37202,37351,37093,37428,37795,38632
0100000US,United States,310M300US11860,11860,"United States - Atchison, KS Micro Area","Atchison, KS Micro Area",16868,16778,16793,16696,16509,16409,16380
0100000US,United States,310M300US11900,11900,"United States - Athens, OH Micro Area","Athens, OH Micro Area",65221,65102,64605,64432,64592,65699,66186
0100000US,United States,310M300US11940,11940,"United States - Athens, TN Micro Area","Athens, TN Micro Area",52197,52356,52429,52405,52710,52636,52850
0100000US,United States,310M300US11980,11980,"United States - Athens, TX Micro Area","Athens, TX Micro Area",78654,78692,78951,78600,79196,79416,79901
0100000US,United States,310M300US12120,12120,"United States - Atmore, AL Micro Area","Atmore, AL Micro Area",38314,38227,38063,37877,37878,37827,37728
0100000US,United States,310M300US12140,12140,"United States - Auburn, IN Micro Area","Auburn, IN Micro Area",42295,42457,42304,42376,42461,42557,42746
0100000US,United States,310M300US12180,12180,"United States - Auburn, NY Micro Area","Auburn, NY Micro Area",79844,79811,79637,79242,78857,78316,77861
0100000US,United States,310M300US12300,12300,"United States - Augusta-Waterville, ME Micro Area","Augusta-Waterville, ME Micro Area",122105,121787,121636,121185,121167,120209,120569
0100000US,United States,310M300US12380,12380,"United States - Austin, MN Micro Area","Austin, MN Micro Area",39188,39275,39332,39262,39266,39215,39163
0100000US,United States,310M300US12460,12460,"United States - Bainbridge, GA Micro Area","Bainbridge, GA Micro Area",27810,27669,27494,27417,27269,27183,26822
0100000US,United States,310M300US12660,12660,"United States - Baraboo, WI Micro Area","Baraboo, WI Micro Area",62031,62420,62560,63044,63387,63646,63949
0100000US,United States,310M300US12680,12680,"United States - Bardstown, KY Micro Area","Bardstown, KY Micro Area",43611,44022,44376,44501,44820,45117,45559
0100000US,United States,310M300US12740,12740,"United States - Barre, VT Micro Area","Barre, VT Micro Area",59572,59567,59377,59223,59003,58706,58504
0100000US,United States,310M300US12780,12780,"United States - Bartlesville, OK Micro Area","Bartlesville, OK Micro Area",51058,51294,51579,51633,52017,52145,52087
0100000US,United States,310M300US12820,12820,"United States - Bastrop, LA Micro Area","Bastrop, LA Micro Area",27896,27502,27454,27012,26732,26428,26071
0100000US,United States,310M300US12860,12860,"United States - Batavia, NY Micro Area","Batavia, NY Micro Area",59939,59923,59762,59262,58949,58810,58482
0100000US,United States,310M300US12900,12900,"United States - Batesville, AR Micro Area","Batesville, AR Micro Area",36805,36831,36925,36873,37113,37073,37168
0100000US,United States,310M300US13060,13060,"United States - Bay City, TX Micro Area","Bay City, TX Micro Area",36704,36701,36560,36513,36497,36840,37187
0100000US,United States,310M300US13100,13100,"United States - Beatrice, NE Micro Area","Beatrice, NE Micro Area",22296,21953,21745,21818,21666,21863,21799
0100000US,United States,310M300US13180,13180,"United States - Beaver Dam, WI Micro Area","Beaver Dam, WI Micro Area",88661,88728,88570,88359,88587,88434,88068
0100000US,United States,310M300US13260,13260,"United States - Bedford, IN Micro Area","Bedford, IN Micro Area",46124,46086,46032,45835,45611,45485,45518
0100000US,United States,310M300US13300,13300,"United States - Beeville, TX Micro Area","Beeville, TX Micro Area",31883,32318,32448,32773,32884,32673,32750
0100000US,United States,310M300US13340,13340,"United States - Bellefontaine, OH Micro Area","Bellefontaine, OH Micro Area",45765,45606,45444,45453,45532,45348,45165
0100000US,United States,310M300US13420,13420,"United States - Bemidji, MN Micro Area","Bemidji, MN Micro Area",44581,45111,45226,45545,45667,45674,46106
0100000US,United States,310M300US13500,13500,"United States - Bennettsville, SC Micro Area","Bennettsville, SC Micro Area",28896,28477,28159,27958,27909,27541,26945
0100000US,United States,310M300US13540,13540,"United States - Bennington, VT Micro Area","Bennington, VT Micro Area",37107,36851,36704,36741,36476,36404,36191
0100000US,United States,310M300US13620,13620,"United States - Berlin, NH-VT Micro Area","Berlin, NH-VT Micro Area",39280,38817,38224,38169,38902,38450,38215
0100000US,United States,310M300US13660,13660,"United States - Big Rapids, MI Micro Area","Big Rapids, MI Micro Area",42843,43445,43515,43265,43204,43092,43221
0100000US,United States,310M300US13700,13700,"United States - Big Spring, TX Micro Area","Big Spring, TX Micro Area",36241,36222,36749,37439,37814,38535,38022
0100000US,United States,310M300US13720,13720,"United States - Big Stone Gap, VA Micro Area","Big Stone Gap, VA Micro Area",61455,61203,60612,60149,59244,58715,58060
0100000US,United States,310M300US13940,13940,"United States - Blackfoot, ID Micro Area","Blackfoot, ID Micro Area",45767,45911,45526,45412,45191,44976,45201
0100000US,United States,310M300US14140,14140,"United States - Bluefield, WV-VA Micro Area","Bluefield, WV-VA Micro Area",107456,107142,106624,105922,105075,103977,102618
0100000US,United States,310M300US14180,14180,"United States - Blytheville, AR Micro Area","Blytheville, AR Micro Area",46390,46036,45531,44687,44243,43699,42835
0100000US,United States,310M300US14220,14220,"United States - Bogalusa, LA Micro Area","Bogalusa, LA Micro Area",47098,47130,46641,46319,46242,46322,46310
0100000US,United States,310M300US14300,14300,"United States - Bonham, TX Micro Area","Bonham, TX Micro Area",33908,33922,33695,33655,33762,33640,34031
0100000US,United States,310M300US14340,14340,"United States - Boone, IA Micro Area","Boone, IA Micro Area",26278,26337,26228,26359,26367,26571,26532
0100000US,United States,310M300US14380,14380,"United States - Boone, NC Micro Area","Boone, NC Micro Area",50987,51583,52062,52311,52407,53024,53922
0100000US,United States,310M300US14420,14420,"United States - Borger, TX Micro Area","Borger, TX Micro Area",22203,21985,21960,21844,21840,21755,21511
0100000US,United States,310M300US14580,14580,"United States - Bozeman, MT Micro Area","Bozeman, MT Micro Area",89631,91353,92595,94637,97322,100736,104502
0100000US,United States,310M300US14620,14620,"United States - Bradford, PA Micro Area","Bradford, PA Micro Area",43361,43187,43234,42844,42670,42416,41883
0100000US,United States,310M300US14660,14660,"United States - Brainerd, MN Micro Area","Brainerd, MN Micro Area",91276,91058,91291,91624,91805,92119,92933
0100000US,United States,310M300US14700,14700,"United States - Branson, MO Micro Area","Branson, MO Micro Area",83990,84498,84558,84629,85045,85235,85782
0100000US,United States,310M300US14720,14720,"United States - Breckenridge, CO Micro Area","Breckenridge, CO Micro Area",28065,27972,28223,28653,29205,29892,30374
0100000US,United States,310M300US14780,14780,"United States - Brenham, TX Micro Area","Brenham, TX Micro Area",33718,33970,33939,34224,34495,35005,35056
0100000US,United States,310M300US14820,14820,"United States - Brevard, NC Micro Area","Brevard, NC Micro Area",33066,32799,32820,32827,32979,33202,33482
0100000US,United States,310M300US15020,15020,"United States - Brookhaven, MS Micro Area","Brookhaven, MS Micro Area",34878,34856,34835,34733,34763,34601,34523
0100000US,United States,310M300US15060,15060,"United States - Brookings, OR Micro Area","Brookings, OR Micro Area",22371,22453,22237,22240,22236,22396,22713
0100000US,United States,310M300US15100,15100,"United States - Brookings, SD Micro Area","Brookings, SD Micro Area",32017,32128,32700,33084,33357,33897,34135
0100000US,United States,310M300US15140,15140,"United States - Brownsville, TN Micro Area","Brownsville, TN Micro Area",18787,18568,18281,18256,18226,18028,17853
0100000US,United States,310M300US15220,15220,"United States - Brownwood, TX Micro Area","Brownwood, TX Micro Area",38116,38026,37852,37853,37719,37981,38271
0100000US,United States,310M300US15340,15340,"United States - Bucyrus, OH Micro Area","Bucyrus, OH Micro Area",43770,43303,42828,42744,42441,42330,42083
0100000US,United States,310M300US15420,15420,"United States - Burley, ID Micro Area","Burley, ID Micro Area",43175,43364,43404,43660,43791,43884,44120
0100000US,United States,310M300US15460,15460,"United States - Burlington, IA-IL Micro Area","Burlington, IA-IL Micro Area",47589,47312,47314,47394,47128,46956,46608
0100000US,United States,310M300US15580,15580,"United States - Butte-Silver Bow, MT Micro Area","Butte-Silver Bow, MT Micro Area",34227,34380,34470,34507,34693,34579,34553
0100000US,United States,310M300US15620,15620,"United States - Cadillac, MI Micro Area","Cadillac, MI Micro Area",47572,47629,47623,47616,47909,47893,48265
0100000US,United States,310M300US15660,15660,"United States - Calhoun, GA Micro Area","Calhoun, GA Micro Area",55209,55472,55674,55696,55800,56323,56904
0100000US,United States,310M300US15700,15700,"United States - Cambridge, MD Micro Area","Cambridge, MD Micro Area",32655,32694,32476,32595,32537,32391,32258
0100000US,United States,310M300US15740,15740,"United States - Cambridge, OH Micro Area","Cambridge, OH Micro Area",40117,39862,39836,39627,39594,39269,39063
0100000US,United States,310M300US15780,15780,"United States - Camden, AR Micro Area","Camden, AR Micro Area",31414,31015,30711,30183,29974,29579,29242
0100000US,United States,310M300US15820,15820,"United States - Campbellsville, KY Micro Area","Campbellsville, KY Micro Area",24689,24997,25077,25156,25378,25567,25397
0100000US,United States,310M300US15860,15860,"United States - Ca–on City, CO Micro Area","Ca–on City, CO Micro Area",46857,47417,47122,46467,46427,46713,47446
0100000US,United States,310M300US15900,15900,"United States - Canton, IL Micro Area","Canton, IL Micro Area",37054,36950,36624,36375,35951,35750,35536
0100000US,United States,310M300US16100,16100,"United States - Carlsbad-Artesia, NM Micro Area","Carlsbad-Artesia, NM Micro Area",53906,54045,54424,55599,56591,57611,57621
0100000US,United States,310M300US16140,16140,"United States - Carroll, IA Micro Area","Carroll, IA Micro Area",20828,20857,20685,20582,20562,20507,20437
0100000US,United States,310M300US16260,16260,"United States - Cedar City, UT Micro Area","Cedar City, UT Micro Area",46264,46657,46706,46632,47185,48294,49937
0100000US,United States,310M300US16340,16340,"United States - Cedartown, GA Micro Area","Cedartown, GA Micro Area",41537,41289,41105,41060,40967,41405,41776
0100000US,United States,310M300US16380,16380,"United States - Celina, OH Micro Area","Celina, OH Micro Area",40784,40816,40850,40781,40945,40947,40909
0100000US,United States,310M300US16420,16420,"United States - Central City, KY Micro Area","Central City, KY Micro Area",31639,31522,31377,31273,31254,31146,31028
0100000US,United States,310M300US16460,16460,"United States - Centralia, IL Micro Area","Centralia, IL Micro Area",39449,39004,38919,38594,38486,38378,38140
0100000US,United States,310M300US16500,16500,"United States - Centralia, WA Micro Area","Centralia, WA Micro Area",75515,75691,75559,75126,75115,75754,77066
0100000US,United States,310M300US16660,16660,"United States - Charleston-Mattoon, IL Micro Area","Charleston-Mattoon, IL Micro Area",64942,64681,64286,63947,63606,63420,63201
0100000US,United States,310M300US17060,17060,"United States - Chillicothe, OH Micro Area","Chillicothe, OH Micro Area",78099,77576,77418,77274,77111,77162,77000
0100000US,United States,310M300US17200,17200,"United States - Claremont-Lebanon, NH-VT Micro Area","Claremont-Lebanon, NH-VT Micro Area",218443,218217,217589,217419,217342,216377,216307
0100000US,United States,310M300US17220,17220,"United States - Clarksburg, WV Micro Area","Clarksburg, WV Micro Area",94348,94382,94361,94352,94109,93940,93672
0100000US,United States,310M300US17260,17260,"United States - Clarksdale, MS Micro Area","Clarksdale, MS Micro Area",26123,25872,25646,25188,24880,24495,23809
0100000US,United States,310M300US17340,17340,"United States - Clearlake, CA Micro Area","Clearlake, CA Micro Area",64743,64242,63942,63776,64099,64446,64116
0100000US,United States,310M300US17380,17380,"United States - Cleveland, MS Micro Area","Cleveland, MS Micro Area",34089,33830,34059,34046,33883,33349,32737
0100000US,United States,310M300US17500,17500,"United States - Clewiston, FL Micro Area","Clewiston, FL Micro Area",39034,38873,37777,37630,38294,38890,39290
0100000US,United States,310M300US17540,17540,"United States - Clinton, IA Micro Area","Clinton, IA Micro Area",49112,49100,48716,48293,47923,47617,47309
0100000US,United States,310M300US17580,17580,"United States - Clovis, NM Micro Area","Clovis, NM Micro Area",48959,49699,50690,50574,50969,50206,50280
0100000US,United States,310M300US17700,17700,"United States - Coffeyville, KS Micro Area","Coffeyville, KS Micro Area",35383,34764,34447,34361,33957,33316,32746
0100000US,United States,310M300US17740,17740,"United States - Coldwater, MI Micro Area","Coldwater, MI Micro Area",45172,43897,43771,43539,43669,43607,43427
0100000US,United States,310M300US18060,18060,"United States - Columbus, MS Micro Area","Columbus, MS Micro Area",59802,59590,59680,59945,59953,59744,59602
0100000US,United States,310M300US18100,18100,"United States - Columbus, NE Micro Area","Columbus, NE Micro Area",32297,32464,32602,32547,32705,32799,32861
0100000US,United States,310M300US18180,18180,"United States - Concord, NH Micro Area","Concord, NH Micro Area",146433,146733,146944,147243,147714,148094,148582
0100000US,United States,310M300US18220,18220,"United States - Connersville, IN Micro Area","Connersville, IN Micro Area",24334,24154,23953,23850,23479,23426,23331
0100000US,United States,310M300US18260,18260,"United States - Cookeville, TN Micro Area","Cookeville, TN Micro Area",106272,106688,107233,107546,108372,108647,109548
0100000US,United States,310M300US18300,18300,"United States - Coos Bay, OR Micro Area","Coos Bay, OR Micro Area",63015,62808,62745,62563,62608,63043,63761
0100000US,United States,310M300US18380,18380,"United States - Cordele, GA Micro Area","Cordele, GA Micro Area",23407,23723,23555,23230,22950,22850,22721
0100000US,United States,310M300US18420,18420,"United States - Corinth, MS Micro Area","Corinth, MS Micro Area",37106,37309,37243,37341,37325,37331,37304
0100000US,United States,310M300US18460,18460,"United States - Cornelia, GA Micro Area","Cornelia, GA Micro Area",43081,43096,43478,43283,43688,43926,44246
0100000US,United States,310M300US18500,18500,"United States - Corning, NY Micro Area","Corning, NY Micro Area",98990,99272,99064,98952,98253,97546,96940
0100000US,United States,310M300US18620,18620,"United States - Corsicana, TX Micro Area","Corsicana, TX Micro Area",47859,48088,48095,48022,47990,48255,48523
0100000US,United States,310M300US18660,18660,"United States - Cortland, NY Micro Area","Cortland, NY Micro Area",49245,49497,49154,49038,48875,48429,48070
0100000US,United States,310M300US18740,18740,"United States - Coshocton, OH Micro Area","Coshocton, OH Micro Area",36927,36909,36818,36750,36568,36587,36602
0100000US,United States,310M300US18780,18780,"United States - Craig, CO Micro Area","Craig, CO Micro Area",13812,13424,13164,13099,12899,12899,13109
0100000US,United States,310M300US18820,18820,"United States - Crawfordsville, IN Micro Area","Crawfordsville, IN Micro Area",38088,38324,38171,38085,38043,38167,38074
0100000US,United States,310M300US18860,18860,"United States - Crescent City, CA Micro Area","Crescent City, CA Micro Area",28562,28466,28212,27837,27252,27301,27540
0100000US,United States,310M300US18900,18900,"United States - Crossville, TN Micro Area","Crossville, TN Micro Area",56210,56620,57073,57513,57958,58278,58655
0100000US,United States,310M300US18980,18980,"United States - Cullman, AL Micro Area","Cullman, AL Micro Area",80476,80457,80351,80731,81167,81858,82471
0100000US,United States,310M300US19000,19000,"United States - Cullowhee, NC Micro Area","Cullowhee, NC Micro Area",40350,40202,40560,41020,40985,41327,42241
0100000US,United States,310M300US19220,19220,"United States - Danville, KY Micro Area","Danville, KY Micro Area",53382,53477,53424,54084,54273,54195,54390
0100000US,United States,310M300US19260,19260,"United States - Danville, VA Micro Area","Danville, VA Micro Area",106515,105980,105729,105361,104878,104208,103585
0100000US,United States,310M300US19420,19420,"United States - Dayton, TN Micro Area","Dayton, TN Micro Area",31859,32051,32338,32526,32607,32392,32442
0100000US,United States,310M300US19540,19540,"United States - Decatur, IN Micro Area","Decatur, IN Micro Area",34455,34384,34439,34664,34764,34967,35232
0100000US,United States,310M300US19580,19580,"United States - Defiance, OH Micro Area","Defiance, OH Micro Area",39103,39029,38829,38559,38545,38349,38158
0100000US,United States,310M300US19620,19620,"United States - Del Rio, TX Micro Area","Del Rio, TX Micro Area",49007,48947,48866,48953,48753,48857,48881
0100000US,United States,310M300US19700,19700,"United States - Deming, NM Micro Area","Deming, NM Micro Area",25108,25135,24983,24686,24540,24476,24450
0100000US,United States,310M300US19760,19760,"United States - DeRidder, LA Micro Area","DeRidder, LA Micro Area",35848,36074,36313,36241,36216,36477,36927
0100000US,United States,310M300US19860,19860,"United States - Dickinson, ND Micro Area","Dickinson, ND Micro Area",24352,25171,26919,28406,30524,32139,31199
0100000US,United States,310M300US19940,19940,"United States - Dixon, IL Micro Area","Dixon, IL Micro Area",35931,35518,35114,35008,34789,34427,34251
0100000US,United States,310M300US19980,19980,"United States - Dodge City, KS Micro Area","Dodge City, KS Micro Area",34041,34410,34729,34829,34667,34263,33971
0100000US,United States,310M300US20060,20060,"United States - Douglas, GA Micro Area","Douglas, GA Micro Area",42722,42981,43140,43096,42891,43071,43012
0100000US,United States,310M300US20140,20140,"United States - Dublin, GA Micro Area","Dublin, GA Micro Area",58381,57958,57898,57723,57499,57338,57021
0100000US,United States,310M300US20180,20180,"United States - DuBois, PA Micro Area","DuBois, PA Micro Area",81536,81467,81479,81601,81205,80967,80596
0100000US,United States,310M300US20300,20300,"United States - Dumas, TX Micro Area","Dumas, TX Micro Area",22001,22094,22413,22203,22146,22048,22120
0100000US,United States,310M300US20340,20340,"United States - Duncan, OK Micro Area","Duncan, OK Micro Area",45105,45127,44873,44989,44553,44648,44090
0100000US,United States,310M300US20380,20380,"United States - Dunn, NC Micro Area","Dunn, NC Micro Area",115759,119211,122220,125095,126780,128124,130881
0100000US,United States,310M300US20420,20420,"United States - Durango, CO Micro Area","Durango, CO Micro Area",51374,51788,52356,53339,53882,54770,55623
0100000US,United States,310M300US20460,20460,"United States - Durant, OK Micro Area","Durant, OK Micro Area",42626,43135,43458,44166,44459,44987,45573
0100000US,United States,310M300US20540,20540,"United States - Dyersburg, TN Micro Area","Dyersburg, TN Micro Area",38313,38148,38246,38148,37868,37878,37708
0100000US,United States,310M300US20580,20580,"United States - Eagle Pass, TX Micro Area","Eagle Pass, TX Micro Area",54489,55274,55696,56415,56915,57440,57685
0100000US,United States,310M300US20660,20660,"United States - Easton, MD Micro Area","Easton, MD Micro Area",37884,37973,38055,37914,37569,37523,37278
0100000US,United States,310M300US20780,20780,"United States - Edwards, CO Micro Area","Edwards, CO Micro Area",52081,51751,51942,52379,52815,53346,53989
0100000US,United States,310M300US20820,20820,"United States - Effingham, IL Micro Area","Effingham, IL Micro Area",34225,34284,34351,34312,34337,34396,34386
0100000US,United States,310M300US20900,20900,"United States - El Campo, TX Micro Area","El Campo, TX Micro Area",41312,41327,41171,41225,41228,41526,41735
0100000US,United States,310M300US20980,20980,"United States - El Dorado, AR Micro Area","El Dorado, AR Micro Area",41556,41375,40864,40603,40158,40158,39887
0100000US,United States,310M300US21020,21020,"United States - Elizabeth City, NC Micro Area","Elizabeth City, NC Micro Area",64186,63894,64124,63505,63430,63362,63617
0100000US,United States,310M300US21120,21120,"United States - Elk City, OK Micro Area","Elk City, OK Micro Area",22053,22323,23123,23521,23661,23628,22519
0100000US,United States,310M300US21180,21180,"United States - Elkins, WV Micro Area","Elkins, WV Micro Area",29369,29422,29408,29539,29308,29174,29006
0100000US,United States,310M300US21220,21220,"United States - Elko, NV Micro Area","Elko, NV Micro Area",51067,51492,53066,54520,54636,53823,54085
0100000US,United States,310M300US21260,21260,"United States - Ellensburg, WA Micro Area","Ellensburg, WA Micro Area",41010,41577,41630,41853,42518,43057,44866
0100000US,United States,310M300US21380,21380,"United States - Emporia, KS Micro Area","Emporia, KS Micro Area",33642,33654,33534,33517,33201,33243,33510
0100000US,United States,310M300US21460,21460,"United States - Enterprise, AL Micro Area","Enterprise, AL Micro Area",50183,50484,51180,50729,50757,51063,51226
0100000US,United States,310M300US21540,21540,"United States - Escanaba, MI Micro Area","Escanaba, MI Micro Area",37066,36935,36838,36830,36573,36407,36202
0100000US,United States,310M300US21580,21580,"United States - Espa–ola, NM Micro Area","Espa–ola, NM Micro Area",40310,40313,40254,40058,39742,39526,40040
